id	surface form	sign span	morphological parsing	DULAT	POS	gloss	comments
# KTU 2.23 1							
176520	w	w  	w	w	conj.	and	
176521	k	k  	k(IV)	k (IV)	adv.	thus, in this way	DULAT translates w k rgm špš “and thus says the Sun”; Tropper §81.3a likewise allows “so(?) spoke.”
176521	k	k  	k(III)	k (III)	subordinating or completive functor	as for the fact that	Tropper §42.24 gives an alternative casus-pendens interpretation, “as for the fact that the Sun said”; both readings are syntactically possible.
176522	rgm	rgm  	rgm[	/r-g-m/	vb G suffc. 3 m. sg.	to say	Finite reading in DULAT's and Tropper's “thus spoke the Sun,” with the royal title as subject.
176522	rgm	rgm  	rgm/	rgm	n. m. sg. cstr. nom.	word, message	DULAT also translates the exact phrase nominally, “and the word of the Sun”; retained as a source-backed alternative.
176523	špš	špš	špš/	špš	n. f. sg. abs. nom.	Sun, royal title	DULAT identifies the Hittite king here; Burns's divine-name catalogue does not turn the human royal title into a DN.
176523	špš	špš	špš/	špš	n. f. sg. abs. gen.	Sun, royal title	DULAT's alternative nominal reading is “word of the Sun.”
# KTU 2.23 2							
176524	mlk	mlk  	mlk(I)/	mlk (I)	n. m. sg. abs. nom.	king	Tropper and DULAT read špš mlk rb bʕly, “the Sun, the Great King, my lord.”
176525	rb	rb  	rb(I)/	rb (I)	adj. m. sg. abs. nom.	great	Attributive adjective in the fixed title “Great King.”
176526	bˤly	bʿly  	bˤl(II)/+y	bʕl (II)	n. m. sg. cstr. nom. + 1 c. sg. suff.	my lord	
176527	u	u 	u	ủ	conj.	or, or is it that	DULAT directly cites disjunctive ủ at this point.
# KTU 2.23 3							
176528	ˤṯtrab	ʿṯt[r]ab  	ˤṯtrab/	ʕṯtrab	PN m. sg. abs. nom.	ʕṯtrab	DULAT identifies the personal name; the following mission clause supports its nominative role.
176529	mlakt	mlakt  	mlak(t/t	mlảkt	n. f. sg. cstr. nom.	mission	DULAT cites mlảkt ʕbdh, “the mission of his servant.”
176530	ˤbdh	ʿbdh	ˤbd(I)/+h	ʕbd (I)	n. m. sg. cstr. gen. + 3 m. sg. suff.	his servant	
# KTU 2.23 4							
176531	ylak	ylak  	!y!l(ʔ&ak[	/l-ʔ-k/	vb G prefc. 3 m. sg. juss.	to send a message	The PN or his servant is the 3ms subject; the volitive context calls for “may he send.”
176532	l	l  	l(I)	l (I)	prep.	to	Governs “your lord.”
176533	bˤlk	bʿlk  	bˤl(II)/+k	bʕl (II)	n. m. sg. cstr. gen. + 2 m. sg. suff.	your lord	
176534	k	k  	k(III)	k (III)	subordinating or completive functor	so that	DULAT translates the jussive purpose clause k yḫpn, “may he protect.”
176535	yḫpn	yḫpn	!y!ḫpn[	/ḫ-p-n/	vb G prefc. 3 m. sg. juss.	to protect	DULAT directly cites k yḫpn and translates “may he protect”; no stem beyond G is supported.
# KTU 2.23 5							
176536	mlakty	mlakty  	mlak(t/t+y	mlảkt	n. f. sg. cstr. acc. + 1 c. sg. suff.	my missive	DULAT cites mlảkty ʕmh, “my missive directed to him.”
176537	ˤmh	ʿmh  	ˤm(I)+h	ʕm (I)	prep. + 3 m. sg. suff.	to him	DULAT's exact phrase confirms the preposition and 3ms suffix.
176538	uky	uky	uk~y	ủk	positive emph. functor + encl. -y	certainly	Tropper §85.11 analyses ủky as affirmative ủk plus emphatic -y.
176538	uky	uky	uky	ủky	?	?	DULAT treats the whole form as an uncertain lexeme in this context; retained as an explicit alternative rather than silently collapsed into Tropper's analysis.
# KTU 2.23 6							
176539	mlakt	mlakt  	mlak(t/t	mlảkt	n. f. sg. cstr. nom.	mission	
176540	ˤbdk	ʿbdk  	ˤbd(I)/+k	ʕbd (I)	n. m. sg. cstr. gen. + 2 m. sg. suff.	your servant	
176541	k	k  	k(III)	k (III)	subordinating or completive functor	when	DULAT directly translates k tmġy mlảkt “when the message arrives.”
176542	tmġy	tmġy	!t!mġy[	/m-ġ-y/	vb G prefc. 3 f. sg.	to arrive	Feminine singular mlảkt špš is the following subject.
# KTU 2.23 7							
176543	mlakt	mlakt  	mlak(t/t	mlảkt	n. f. sg. cstr. nom.	message	DULAT cites mlảkt špš, “the message of the Sun.”
176544	špš	špš [ ]  	špš/	špš	n. f. sg. abs. gen.	Sun, royal title	DULAT identifies the Egyptian king here; this human title is not a divine name.
176545	mlk	[ml]k    	mlk(I)/	mlk (I)	n. m. sg. abs. gen.	king	
176546	rb	rb	rb(I)/	rb (I)	adj. m. sg. abs. gen.	great	
# KTU 2.23 8							
176547	bˤly	bʿl[y ]  	bˤl(II)/+y	bʕl (II)	n. m. sg. cstr. gen. + 1 c. sg. suff.	my lord	Final apposition in the genitive title “of the Sun, the Great King, my lord”; -y is the 1cs suffix.
176548	ˤm	ʿm[ ] 	ˤm(I)	ʕm (I)	prep.	to, with	
176549	xxxxxx	[xxxxx]x	?	?	?	?	
# KTU 2.23 9							
176550	ydˤt	ydʿt  	ydˤ[t	/y-d-ʕ/ (I)	vb G suffc. 1 c. sg.	to know, acknowledge	Tropper §§75.514 and 76.531 regards a first-person performative, “I hereby acknowledge,” as likely.
176550	ydˤt	ydʿt  	ydˤ[t=	/y-d-ʕ/ (I)	vb G suffc. 2 m. sg.	to know, acknowledge	Tropper also permits 2ms.
176551	šxx	š[xx  ]  	?	?	?	?	Tropper tentatively supplies an object of “acknowledge,” without restoring a lexeme.
176552	špš	[špš  ]  	špš/	špš	n. f. sg. abs. gen.	Sun, royal title	In the formula “the Sun, the Great King, my lord,” špš denotes the human monarch, not the goddess.
176553	mlk	mlk	mlk(I)/	mlk (I)	n. m. sg. abs. gen.	king	
# KTU 2.23 10							
176554	rb	rb   	rb(I)/	rb (I)	adj. m. sg. abs. gen.	great	Fixed title “Great King,” excluding noun rb (II) “chief.”
176555	bˤly	bʿl[y                         ]                         	bˤl(II)/+y	bʕl (II)	n. m. sg. cstr. gen. + 1 c. sg. suff.	my lord	
# KTU 2.23 11							
