id	surface form	sign span	morphological parsing	DULAT	POS	gloss	comments
# KTU 2.12 1							
176157	l	l  	l(I)	l (I)	prep.	to	
176158	mlkt	mlkt	mlk(t/t	mlkt	n. f. sg. abs. gen.	1) queen a) in gen	DULAT cites l mlkt ảdty “to the queen, my lady”; mlkt and ảdty are in apposition.
# KTU 2.12 2							
176159	adty	adty	ad(t/t+y	ảdt	n. f. sg. cstr. gen. + 1 c. sg. suff.	lady	DULAT cites ảdty “my lady”; Tropper §41.221.12 identifies written -y on a singular genitive noun as the 1 c. singular suffix.
# KTU 2.12 3							
176160	rgm	rgm	!!rgm[	/r-g-m/	vb G impv. 2 f. sg.	to say, tell, announce, communicate, inform	The letter-opening imperative addresses mlkt ảdty, “the queen, my lady.”
# KTU 2.12 4							
176161	tḥm	tḥm  	tḥm/	tḥm	n. m. sg. cstr. nom.	message	
176162	tlmyn	tlmyn	tlmyn/	tlmyn	PN sg. abs. gen.	tlmyn	DULAT cites tḥm tlmyn “message of Talmiyanu.”
# KTU 2.12 5							
176163	ˤbdk	ʿbdk	ˤbd(I)/+k=	ʕbd (I)	n. m. sg. cstr. gen. + 2 f. sg. suff.	2) servant (said of a special class of mercenaries or subordinate employees)	DULAT translates tlmyn ʕbdk “Talmiyanu, your servant”; the singular servant is Talmiyanu and the feminine suffix refers to the queen.
# KTU 2.12 6							
176164	l	l  	l(I)	l (I)	prep.	to	
176165	pˤn	pʿn	pˤn/	pʕn	n. f. du. cstr. gen.	at the feet of	Tropper §82.424 analyses l pʕn as an ordinary prepositional phrase with pʕn “the two feet” in the construct dual.
# KTU 2.12 7							
176166	adty	adty	ad(t/t+y	ảdt	n. f. sg. cstr. gen. + 1 c. sg. suff.	lady	DULAT cites l pʕn ảdty “at the feet of my lady”; Tropper §41.221.12 confirms the 1 c. singular suffix.
# KTU 2.12 8							
176167	šbˤd	šbʿd	šbˤd	šbʕ(ỉ)d	adv.	seven times	DULAT cites šbʕd w šbʕỉd “seven times and seven times”; Tropper §§33.445, 65.14 treat šbʕd as the assimilated context form.
# KTU 2.12 9							
176168	w	w  	w	w	conj.	and	
176169	šbˤid	šbʿid	šbˤid	šbʕ(ỉ)d	adv.	seven times	Tropper §33.445 identifies šbʕỉd as the unassimilated pausal form of the iterative adverb “seven times.”
# KTU 2.12 10							
176170	mrḥqtm	mrḥqtm	mrḥq(t/t~m	mrḥqt	n. f. sg. abs. acc. + encl. -m	distance, far away (place)	DULAT cites mrḥqtm here with enclitic -m and translates it adverbially, “from afar”; the lexical feminine -t overlaps the singular ending.
# KTU 2.12 11							
176171	qlt	qlt	ql[t	/q-l/	vb G suffc. 1 c. sg.	to fall (down)	DULAT translates qlt “I prostrate myself”; Tropper §76.522 treats it as an epistolary or performative suffix-conjugation form.
# KTU 2.12 12							
176172	ˤm	ʿm  	ˤm(I)	ʕm (I)	prep.	1) relationship of direction (space and time)	DULAT translates qlt ʕm ảdty “I bow before my lady,” supporting the directional sense.
176173	adty	adty	ad(t/t+y	ảdt	n. f. sg. cstr. gen. + 1 c. sg. suff.	lady	DULAT translates ảdty “my lady”; Tropper §41.221.12 confirms the 1 c. singular suffix.
# KTU 2.12 13							
176174	mnm	mnm  	mnm	mnm	indef. pn.	any(thing)	
176175	šlm	šlm	šlm(I)/	šlm (I)	n. m. sg. abs. nom.	peace	Tropper §45.122 lists mnm šlm before a singular substantive, “whatever wellbeing.”
176175	šlm	šlm	šlm[	/š-l-m/	vb G suffc. 3 m. sg.	to be well, do well, be in peace	DULAT lists šlm as a G suffix-conjugation form.
# KTU 2.12 14							
176176	rgm	rgm  	rgm/	rgm	n. m. sg. abs. acc.	word, expression, saying	In rgm tṯṯb, rgm is the direct object, “may she send back a message.”
176177	tṯṯb	tṯṯb	!t!](š&ṯ]ṯb[	/ṯ-b/	vb Š prefc. 3 f. sg. (juss.)	to send (word), an answer, to answer	Tropper p. 594 analyses tṯṯb at 2.12:14 as Š prefix conjugation 3 f. singular, “may she send back a message.”
# KTU 2.12 15							
176178	l	l  	l(I)	l (I)	prep.	to	
176179	ˤbdh	ʿbdh	ˤbd(I)/+h=	ʕbd (I)	n. m. sg. cstr. gen. + 3 f. sg. suff.	2) servant (said of a special class of mercenaries or subordinate employees)	DULAT cites rgm tṯṯb l ʕbdh “may she send a reply to her servant”; Tropper §41.221.61 identifies nominal -h as the 3 f. singular suffix.
