id	surface form	morphological parsing	DULAT	POS	gloss	comments
# KTU 3.5 1						
161027	l	l(I); l(II); l(III)	l (I); l (II); l (III)	prep.; adv.; functor	to; no; certainly	
161028	ym	ym(I)/; ym(II)/	ym (I); ym (II)	n. m.; n. m.	day; sea	
161029	hnd	hnd/	hnd	dem. adj./pn.	this	
# KTU 3.5 2						
161030	ˤmṯtmr	ˤmṯtmr/	ʕmṯtmr	PN	ʿmṯtmr	
161031	bn	bn(I)/; bn(II); bn[	bn (I); bn (II); /b-n/	n. m.; prep.; vb	son; between; to understand	
# KTU 3.5 3						
161032	nqmpˤ	nqmpˤ/	nqmpʕ	PN	nqmpʿ	
161033	mlk	mlk[; mlk(II)/	/m-l-k/; mlk (II)	vb; n. m.	to reign; kingdom (power and territory)	
# KTU 3.5 4						
161034	ugrt	ugrt/	ủgrt	TN	ʾugarītu	
161035	ytn	!y!(ytn[	/y-t-n/	vb	to give	
# KTU 3.5 5						
161036	šd	šd(I)/; šd(II)/; šdy[	šd (I); šd (II); /š-d-y/	n. m.; n. m.; vb	open field; a strip; to pour	
161037	kḏġdl	kḏġdl/	kḏġdl	PN	kḏġdl	
# KTU 3.5 6						
161038	uškn	uškn/	ủškn	TN	ủškn	
161039	d	d	d	det. or rel. functor	the one(s) of	
161040	b	b	b	prep.	in	
161041	šdy	šdy(II)/; šdy(I)/	šdy (II); šdy (I)	PN; adj. or n.	šdy (II); land labourer	
# KTU 3.5 7						
161042	bmt	bmt/	bmt	n. f.	back	
161043	yd	yd(I)/; bd(IV); yd(II)/	yd (I); bd (IV); yd (II)	n. f.; prep.; n. m.	hand; into the hands of; love	
161044	gth	g(t/t	gt	n. f./element of TNN	gittu	
# KTU 3.5 8						
161045	yd	yd(I)/; bd(IV); yd(II)/	yd (I); bd (IV); yd (II)	n. f.; prep.; n. m.	hand; into the hands of; love	
161046	zth	zt/+h(I); zt/+h(II)	zt, -h (I); zt, -h (II)	n. m., pers. pn./morph.; n. m., adv. functor	olive, his /her (hers) / its; olive, to	
161047	yd	yd(I)/; bd(IV); yd(II)/	yd (I); bd (IV); yd (II)	n. f.; prep.; n. m.	hand; into the hands of; love	
# KTU 3.5 9						
161048	krmh	krm/+h(I); krm/+h(II); kr/+h(I)	krm, -h (I); krm, -h (II); kr, -h (I)	n. m., pers. pn./morph.; n. m., adv. functor; n. m., pers. pn./morph.	vineyard, his /her (hers) / its; vineyard, to; ram, his /her (hers) / its	
161049	yd	yd(I)/; bd(IV); yd(II)/	yd (I); bd (IV); yd (II)	n. f.; prep.; n. m.	hand; into the hands of; love	
# KTU 3.5 10						
161050	klklh	klkl/	klkl	n. m.	anybody	
# KTU 3.5 11						
161051	w	w	w	conj.	and	
161052	ytn	!y!(ytn[	/y-t-n/	vb	to give	
161053	nn	grš[; gr[	/g-r-š/; /g-r(-y)/	vb; vb	to eject; to attack	
# KTU 3.5 12						
161054	l	l(I); l(II); l(III)	l (I); l (II); l (III)	prep.; adv.; functor	to; no; certainly	
161055	bˤln	bˤl(II)/	bʕl (II)	n. m./DN	Baʿlu/Baal	
161056	bn	bn(I)/; bn(II); bn[	bn (I); bn (II); /b-n/	n. m.; prep.; vb	son; between; to understand	
# KTU 3.5 13						
161057	kltn	kltn/	kltn	PN	kltn	
161058	w	w	w	conj.	and	
161059	l	l(I); l(II); l(III)	l (I); l (II); l (III)	prep.; adv.; functor	to; no; certainly	
# KTU 3.5 14						
161060	bnh	bn(I)/+h	bn (I)	n. m.	son	
161061	ˤd	ˤd(III)/; ˤd(II)/	ʕd (III); ʕd (II)	n. m.; n. m.	throne; time	
161062	ˤlm	ˤl(I)	ʕl (I)	prep.	upon	
# KTU 3.5 15						
161063	šḥr	šḥr/	šḥr	n. m.	dawn	
161064	ṯlṯt	ṯlṯ(I)/	ṯlṯ (I)	n. num.	three	
