id	surface form	morphological parsing	DULAT	POS	gloss	comments
# KTU 2.39 1						
157921	tḥm	tḥm/	tḥm	n. m.	message	
157922	špš	špš/	špš	n.	sun	
# KTU 2.39 2						
157923	l	l(I); l(II); l(III)	l (I); l (II); l (III)	prep.; adv.; functor	to; no; certainly	
157924	ˤmrpi	ˤmrpi/	ʕmrpỉ	PN	ʿAmmurāpʾi	
157925	rgm	rgm[; rgm/	/r-g-m/; rgm	vb; n. m.	to say; word	
# KTU 2.39 3						
157926	ˤm	ˤm(I)	ʕm (I)	prep.	to	
157927	špš	špš/	špš	n.	sun	
157928	kll	kll/	kll	n. m.	totality	
157929	midm	midm/	mỉ/ủd	n. m.	abundance	
# KTU 2.39 4						
157930	šlm	šlm(I)/; šlm[; šlm(III)/	šlm (I); /š-l-m/; šlm (III)	n. m.; vb; adj. m.	peace; to be well; pure	
# KTU 2.39 5						
157931	l	l(I); l(II); l(III)	l (I); l (II); l (III)	prep.; adv.; functor	to; no; certainly	
157932	pˤn	pˤn/	pʕn	n. f.	foot	
157933	adn	adn(I)/	ảdn (I)	n. m.	lord	
157934	špš	špš/	špš	n.	sun	
# KTU 2.39 6						
157935	adnh	adn(I)/+h(I); adn(I)/+h(II); ad/+nh	ảdn (I), -h (I); ảdn (I), -h (II); ảd, -nh	n. m., pers. pn./morph.; n. m., adv. functor; n. m., →	lord, his /her (hers) / its; lord, to; father,	
157936	ˤbdh	ˤbd(I)/+h	ʕbd (I)	n. m.	servant	
157937	uk	uk	ủk	positive emph. functor	yes	
157938	škn	škn[	/š-k-n/	vb	to be placed	
# KTU 2.39 7						
157939	k	+k; ~k; k(III); k(I); k(II)	-k (I); -k (II); k (III); k (I); k (II)	;;Subordinating or completive functor; prep.; emph. functor	when; like; yes	
157940	ˤbdm	ˤbd(I)/m	ʕbd (I)	n. m.	servant	
157941	sglth	sglt/+h	sglt	n. f.	treasure	
157942	hw	hw/	hw	pers. pn.	he	
# KTU 2.39 8						
157943	w	w	w	conj.	and	
157944	bˤlh	bˤl(II)/	bʕl (II)	n. m./DN	Baʿlu/Baal	
157945	uk	uk	ủk	positive emph. functor	yes	
157946	nġr	nġr[	/n-ġ-r/	vb	to protect	
# KTU 2.39 9						
157947	w	w	w	conj.	and	
157948	ḏrˤ	ḏrˤ(I)/	ḏrʕ (I)	n. f.	arm	
157949	l	l(I); l(II); l(III)	l (I); l (II); l (III)	prep.; adv.; functor	to; no; certainly	
157950	adny	adn(I)/	ảdn (I)	n. m.	lord	
157951	l	l(I); l(II); l(III)	l (I); l (II); l (III)	prep.; adv.; functor	to; no; certainly	
157952	yḫsr	!y!ḫsr[	/ḫ-s-r/	vb	to fail	
# KTU 2.39 10						
157953	w	w	w	conj.	and	
157954	at	at(I)/	ảt (I)	pers. pn.	you	
157955	ydˤ	!y!(ydˤ(I)[	/y-d-ʕ/ (I)	vb	to know	
157956	l	l(I); l(II); l(III)	l (I); l (II); l (III)	prep.; adv.; functor	to; no; certainly	
157957	ydˤt	!y!(ydˤ(I)[	/y-d-ʕ/ (I)	vb	to know	
# KTU 2.39 11						
157958	ht	ht	ht	adv.	here	
157959	xxx	?	?	?	?	
157960	l	l(I); l(II); l(III)	l (I); l (II); l (III)	prep.; adv.; functor	to; no; certainly	
157961	špš	špš/	špš	n.	sun	
157962	bˤlk	bˤl(II)/	bʕl (II)	n. m./DN	Baʿlu/Baal	
# KTU 2.39 12						
157963	ˤbdm	ˤbd(I)/m	ʕbd (I)	n. m.	servant	
157964	sglth	sglt/+h	sglt	n. f.	treasure	
157965	at	at(I)/	ảt (I)	pers. pn.	you	
# KTU 2.39 13						
157966	ht	ht	ht	adv.	here	
157967	xxx	?	?	?	?	
157968	špš	špš/	špš	n.	sun	
157969	bˤlk	bˤl(II)/	bʕl (II)	n. m./DN	Baʿlu/Baal	
# KTU 2.39 14						
157970	ydˤm	!y!(ydˤ(I)[	/y-d-ʕ/ (I)	vb	to know	
157971	l	l(I); l(II); l(III)	l (I); l (II); l (III)	prep.; adv.; functor	to; no; certainly	
157972	ydˤt	!y!(ydˤ(I)[	/y-d-ʕ/ (I)	vb	to know	
# KTU 2.39 15						
157973	ˤmy	ˤm(I)+y	ʕm (I)	prep.	to	
157974	špš	špš/	špš	n.	sun	
157975	bˤlk	bˤl(II)/	bʕl (II)	n. m./DN	Baʿlu/Baal	
# KTU 2.39 16						
157976	šnt	šn(t(I)/t;šn(w[t;šn(t(II)/t	šnt (I); /š-n-w/; šnt (II)	n. f.; vb; n. f.	year; to change: a) reflex.; sleep	
157977	šntm	šn(t(I)/tm	šnt (I)	n. f.	year	
157978	lm	l(I)	l (I)	prep.	to	
157979	l	l(I); l(II); l(III)	l (I); l (II); l (III)	prep.; adv.; functor	to; no; certainly	
157980	tlk	hlk[	/h-l-k/	vb	to go	
# KTU 2.39 17						
157981	w	w	w	conj.	and	
157982	lḥt	lḥ(II)/t=; lḥ(I)/t=	lḥ (II); lḥ (I)	n. m.; n. f.	missive; cheek	
157983	akl	akl(II)/	ảkl (II)	n. m.	grain	
157984	ky	k(III); k(II); k(IV)	k (III); k (II); k (IV)	Subordinating or completive functor; emph. functor; adv.	when; yes; thus	
# KTU 2.39 18						
157985	likt	lʔk[	/l-ʔ-k/	vb	to send (a message)	
157986	ˤm	ˤm(I)	ʕm (I)	prep.	to	
157987	špš	špš/	špš	n.	sun	
# KTU 2.39 19						
157988	bˤlk	bˤl(II)/	bʕl (II)	n. m./DN	Baʿlu/Baal	
157989	ky	k(III); k(II); k(IV)	k (III); k (II); k (IV)	Subordinating or completive functor; emph. functor; adv.	when; yes; thus	
157990	akl	akl(II)/	ảkl (II)	n. m.	grain	
# KTU 2.39 20						
157991	b	b	b	prep.	in	
157992	ḥwtk	ḥwt/+k	ḥwt	n. f.	country	
157993	inn	in/	ỉn	n. m.	lack of	
# KTU 2.39 21						
157994	špšn	špš/	špš	n.	sun	
157995	tubd	!t!ʔbd[	/ʔ-b-d/	vb	be missing	
# KTU 2.39 22						
157996	hm	hm(II)	hm (II)	conj./interr. functor	if	
157997	alkxxx	?	?	?	?	DULAT: NOT FOUND
# KTU 2.39 23						
157998	ytnt	!y!(ytn[	/y-t-n/	vb	to give	
157999	xxx	?	?	?	?	
# KTU 2.39 24						
158000	ṯn	ṯn(I)/	ṯn (I)	num.	two	
158001		?	?	?	?	
# KTU 2.39 25						
158002	w	w	w	conj.	and	
# KTU 2.39 26						
158003	lk	l(I)+k	l (I)	prep.	to	
# KTU 2.39 27						
158004	hl	hl	hl	deictic adv. functor	behold	
# KTU 2.39 28						
158005	špš	špš/	špš	n.	sun	
# KTU 2.39 29						
158006	ˤm	ˤm(I)	ʕm (I)	prep.	to	
158007	kx	?	?	?	?	DULAT: NOT FOUND
# KTU 2.39 30						
158008	akl	akl(II)/	ảkl (II)	n. m.	grain	
158009	yṯ	?	?	?	?	DULAT: NOT FOUND
# KTU 2.39 31						
158010	ib	ib(I)/; ib(II)/	ỉb (I); ỉb (II)	n. m.; n. m./DN	enemy; fruit	
